12.2,350.0,0.0,100.0,350.0,0.0,350.0,0.0,100.0,12.7,47.0,12.2
12.2,75.00169,0.0,557.69643,75.00169,0.0,75.00169,0.0,557.69643,12.199969,46.984876,12.2
12.2,75.0,0.0,565.80785,75.0,0.0,75.0,0.0,565.80785,12.19993,46.973292,12.2
12.2,75.0,0.0,530.62009,75.0,0.0,75.0,0.0,530.62009,12.199893,46.961707,12.2
12.2,75.0,0.0,484.50339,75.0,0.0,75.0,0.0,484.50339,12.199859,46.950123,12.2
12.2,75.0,0.0,469.85723,75.0,0.0,75.0,0.0,469.85723,12.199827,46.938538,12.2
12.2,75.0,0.0,561.99168,75.0,0.0,75.0,0.0,561.99168,12.199791,46.926954,12.2
12.2,75.0,0.0,609.37216,75.0,0.0,75.0,0.0,609.37216,12.199751,46.91537,12.2
12.2,75.0,0.0,630.27869,75.0,0.0,75.0,0.0,630.27869,12.199709,46.903785,12.2
12.2,75.0,0.0,605.49271,75.0,0.0,75.0,0.0,605.49271,12.199667,46.892201,12.2
12.2,160.37482,0.0,557.8023400000002,160.37482,0.0,160.37482,0.0,557.8023400000002,12.199628,46.877422,12.2
12.2,200.96502,0.0,504.89157,200.96502,0.0,200.96502,0.0,504.89157,12.199593,46.848963,12.2
12.2,215.65933,0.0,523.67625,215.65933,0.0,215.65933,0.0,523.67625,12.199559,46.816601,12.2
12.2,360.62524,0.0,570.72479,360.62524,0.0,360.62524,0.0,570.72479,12.525715,46.77343,12.2
12.2,260.23282,0.0,602.77981,260.23282,0.0,260.23282,0.0,602.77981,12.498052,46.724219,12.2
12.2,279.26065,0.0,590.37006,279.26065,0.0,279.26065,0.0,590.37006,12.507104,46.682321,12.2
12.2,215.15724,0.0,602.94784,215.15724,0.0,215.15724,0.0,602.94784,12.496181,46.643332,12.2
12.2,299.49182,0.0,566.23049,299.49182,0.0,299.49182,0.0,566.23049,12.527588,46.604188,12.2
12.2,272.7137,0.0,572.01575,272.7137,0.0,272.7137,0.0,572.01575,12.524087,46.560327,12.2
12.2,311.58838,0.0,614.98731,311.58838,0.0,311.58838,0.0,614.98731,12.488892,46.515818,12.2
12.2,338.47919,0.0,655.63733,338.47919,0.0,338.47919,0.0,655.63733,12.454361,46.465283,12.2
12.2,348.47208,0.0,588.4909200000002,348.47208,0.0,348.47208,0.0,588.4909200000002,12.508992999999998,46.412104,12.2
12.2,174.42367,0.0,548.86982,174.42367,0.0,174.42367,0.0,548.86982,12.20065,46.369887,12.2
12.2,75.033202,0.0,505.1033900000001,75.033202,0.0,75.033202,0.0,505.1033900000001,12.199496,46.353459,12.2
12.2,75.0,0.0,497.4272,75.0,0.0,75.0,0.0,497.4272,12.199463,46.341874,12.2
12.2,75.0,0.0,532.89869,75.0,0.0,75.0,0.0,532.89869,12.199428,46.33029000000001,12.2
12.2,75.0,0.0,547.14039,75.0,0.0,75.0,0.0,547.14039,12.199393,46.318705,12.2
12.2,75.0,0.0,561.3826799999998,75.0,0.0,75.0,0.0,561.3826799999998,12.199355,46.307121,12.2
12.2,256.73575,0.0,530.76766,256.73575,0.0,256.73575,0.0,530.76766,12.555873,46.28361500000001,12.2
12.2,355.95724,0.0,483.4412,355.95724,0.0,355.95724,0.0,483.4412,12.595987,46.23507100000001,12.2
12.2,392.77467,0.0,462.91503,392.77467,0.0,392.77467,0.0,462.91503,12.614268,46.176781,12.2
12.2,254.96228,0.0,500.01185,254.96228,0.0,254.96228,0.0,500.01185,12.584502,46.125063,12.2
12.2,165.20741999999996,0.0,547.7112099999998,165.20741999999996,0.0,165.20741999999996,0.0,547.7112099999998,12.199304,46.09372000000001,12.2
12.2,131.87725,0.0,574.109,131.87725,0.0,131.87725,0.0,574.109,12.199266,46.071199,12.2
12.2,217.28263,0.0,554.93574,217.28263,0.0,217.28263,0.0,554.93574,12.199227,46.045371,12.2
12.2,273.90391,0.0,507.81924,273.90391,0.0,273.90391,0.0,507.81924,12.575502,46.006739,12.2
12.2,294.93453,0.0,556.82592,294.93453,0.0,294.93453,0.0,556.82592,12.535623,45.962542,12.2
12.2,227.40264,0.0,569.6465599999998,227.40264,0.0,227.40264,0.0,569.6465599999998,12.526225,45.921347,12.2
12.2,183.13646,0.0,615.23769,183.13646,0.0,183.13646,0.0,615.23769,12.199198,45.890187,12.2
12.2,166.69709,0.0,651.68669,166.69709,0.0,166.69709,0.0,651.68669,12.199155,45.863378,12.2
12.2,178.67155,0.0,645.48253,178.67155,0.0,178.67155,0.0,645.48253,12.199111,45.836963,12.2
12.2,187.72739,0.0,609.50081,187.72739,0.0,187.72739,0.0,609.50081,12.199068,45.808555,12.2
12.2,191.09591,0.0,569.07369,191.09591,0.0,191.09591,0.0,569.07369,12.199028,45.779256,12.2
12.2,78.532903,0.0,568.54087,78.532903,0.0,78.532903,0.0,568.54087,12.19899,45.756617,12.2
12.2,75.000022,0.0,608.39254,75.000022,0.0,75.000022,0.0,608.39254,12.198951,45.744987,12.2
12.2,75.0,0.0,651.98926,75.0,0.0,75.0,0.0,651.98926,12.198908,45.733403,12.2
12.2,75.0,0.0,612.93862,75.0,0.0,75.0,0.0,612.93862,12.198866,45.721818,12.2
12.2,75.0,0.0,577.18407,75.0,0.0,75.0,0.0,577.18407,12.198826,45.710234,12.2
12.2,75.0,0.0,531.29066,75.0,0.0,75.0,0.0,531.29066,12.198788,45.69865,12.2
12.2,191.52762,0.0,517.45047,191.52762,0.0,191.52762,0.0,517.45047,12.198753,45.683294,12.2
12.2,305.79049,0.0,548.3881200000002,305.79049,0.0,305.79049,0.0,548.3881200000002,12.544283,45.643429,12.2
12.2,347.86816,0.0,644.79095,347.86816,0.0,347.86816,0.0,644.79095,12.463814,45.592415,12.2
12.2,280.68707,0.0,664.93738,280.68707,0.0,280.68707,0.0,664.93738,12.445843,45.542845,12.2
12.2,234.64223,0.0,639.43375,234.64223,0.0,234.64223,0.0,639.43375,12.465954,45.503613,12.2
12.2,217.53332000000003,0.0,591.7302099999998,217.53332000000003,0.0,217.53332000000003,0.0,591.7302099999998,12.505654,45.468908,12.2
12.2,150.68814,0.0,565.68518,150.68814,0.0,150.68814,0.0,565.68518,12.198718,45.439942,12.2
